vector,geo,dguid,gender,age_group,indicators,coordinate,value
v1792538313,Prince Edward Island,2021A000211,Women+,"Total, 18 years and over",Quality of consultation in the past 12 months - Fair or poor,3.3.1.9.4,10.2
v1792538320,Prince Edward Island,2021A000211,Women+,"Total, 18 years and over",Experienced difficulties getting non-urgent primary health care in the past 12 months,3.3.1.10.4,43.9
v1792538327,Prince Edward Island,2021A000211,Women+,"Total, 18 years and over",Consulted a medical specialist for an initial consultation in the past 12 months,3.3.1.11.4,28.9
v1792538334,Prince Edward Island,2021A000211,Women+,"Total, 18 years and over",Experienced difficulties getting specialist care in the past 12 months,3.3.1.12.4,30.9
v1792538341,Prince Edward Island,2021A000211,Women+,"Total, 18 years and over",Level of coordination between health care providers in the past 12 months - Very good or excellent,3.3.1.13.4,65.7
v1792538348,Prince Edward Island,2021A000211,Women+,"Total, 18 years and over",Level of coordination between health care providers in the past 12 months - Fair or poor,3.3.1.14.4,13.5
v1792538355,Prince Edward Island,2021A000211,Women+,"Total, 18 years and over",Experienced discrimination in a health care setting in the past 12 months,3.3.1.15.4,10.3
v1792538362,Prince Edward Island,2021A000211,Women+,"Total, 18 years and over",Had unmet health care needs in the past 12 months,3.3.1.16.4,30.9
v1792538369,Prince Edward Island,2021A000211,Women+,"Total, 18 years and over","Delayed or did not fill a prescription, or reduced or skipped doses of medication because of the cost in the past 12 months",3.3.1.17.4,13.5
v1792538376,Prince Edward Island,2021A000211,Women+,"Total, 18 years and over",Has insurance that covers all or part of the cost of prescription medications,3.3.1.18.4,79.6
v1792538383,Prince Edward Island,2021A000211,Women+,18 to 44 years,Has at least one chronic condition,3.3.2.1.4,44.5
v1792538397,Prince Edward Island,2021A000211,Women+,18 to 44 years,Perceived health - Fair or poor,3.3.2.3.4,11.5
v1792538404,Prince Edward Island,2021A000211,Women+,18 to 44 years,Perceived mental health - Very good or excellent,3.3.2.4.4,38.2
v1792538411,Prince Edward Island,2021A000211,Women+,18 to 44 years,Perceived mental health - Fair or poor,3.3.2.5.4,24.8
v1792538418,Prince Edward Island,2021A000211,Women+,18 to 44 years,Has a regular health care provider,3.3.2.6.4,54.1
v1792538425,Prince Edward Island,2021A000211,Women+,18 to 44 years,Consulted a health care provider for a non-urgent primary health care need in the past 12 months,3.3.2.7.4,72.8
v1792538432,Prince Edward Island,2021A000211,Women+,18 to 44 years,Quality of consultation in the past 12 months - Very good or excellent,3.3.2.8.4,64.0
v1792538439,Prince Edward Island,2021A000211,Women+,18 to 44 years,Quality of consultation in the past 12 months - Fair or poor,3.3.2.9.4,15.6
v1792538446,Prince Edward Island,2021A000211,Women+,18 to 44 years,Experienced difficulties getting non-urgent primary health care in the past 12 months,3.3.2.10.4,54.0
v1792538453,Prince Edward Island,2021A000211,Women+,18 to 44 years,Consulted a medical specialist for an initial consultation in the past 12 months,3.3.2.11.4,27.7
v1792538460,Prince Edward Island,2021A000211,Women+,18 to 44 years,Experienced difficulties getting specialist care in the past 12 months,3.3.2.12.4,36.8
v1792538467,Prince Edward Island,2021A000211,Women+,18 to 44 years,Level of coordination between health care providers in the past 12 months - Very good or excellent,3.3.2.13.4,61.3
v1792538474,Prince Edward Island,2021A000211,Women+,18 to 44 years,Level of coordination between health care providers in the past 12 months - Fair or poor,3.3.2.14.4,17.8
v1792538481,Prince Edward Island,2021A000211,Women+,18 to 44 years,Experienced discrimination in a health care setting in the past 12 months,3.3.2.15.4,17.8
v1792538488,Prince Edward Island,2021A000211,Women+,18 to 44 years,Had unmet health care needs in the past 12 months,3.3.2.16.4,38.6
v1792538495,Prince Edward Island,2021A000211,Women+,18 to 44 years,"Delayed or did not fill a prescription, or reduced or skipped doses of medication because of the cost in the past 12 months",3.3.2.17.4,20.5
v1792538502,Prince Edward Island,2021A000211,Women+,18 to 44 years,Has insurance that covers all or part of the cost of prescription medications,3.3.2.18.4,81.2
v1792538509,Prince Edward Island,2021A000211,Women+,45 to 64 years,Has at least one chronic condition,3.3.3.1.4,63.0
v1792538516,Prince Edward Island,2021A000211,Women+,45 to 64 years,Perceived health - Very good or excellent,3.3.3.2.4,47.8
v1792538523,Prince Edward Island,2021A000211,Women+,45 to 64 years,Perceived health - Fair or poor,3.3.3.3.4,15.7
v1792538530,Prince Edward Island,2021A000211,Women+,45 to 64 years,Perceived mental health - Very good or excellent,3.3.3.4.4,51.4
v1792538537,Prince Edward Island,2021A000211,Women+,45 to 64 years,Perceived mental health - Fair or poor,3.3.3.5.4,14.8
v1792538544,Prince Edward Island,2021A000211,Women+,45 to 64 years,Has a regular health care provider,3.3.3.6.4,70.0
v1792538551,Prince Edward Island,2021A000211,Women+,45 to 64 years,Consulted a health care provider for a non-urgent primary health care need in the past 12 months,3.3.3.7.4,79.1
v1792538558,Prince Edward Island,2021A000211,Women+,45 to 64 years,Quality of consultation in the past 12 months - Very good or excellent,3.3.3.8.4,78.0
v1792538565,Prince Edward Island,2021A000211,Women+,45 to 64 years,Quality of consultation in the past 12 months - Fair or poor,3.3.3.9.4,6.8
v1792538572,Prince Edward Island,2021A000211,Women+,45 to 64 years,Experienced difficulties getting non-urgent primary health care in the past 12 months,3.3.3.10.4,40.2
v1792538579,Prince Edward Island,2021A000211,Women+,45 to 64 years,Consulted a medical specialist for an initial consultation in the past 12 months,3.3.3.11.4,29.1
v1792538586,Prince Edward Island,2021A000211,Women+,45 to 64 years,Experienced difficulties getting specialist care in the past 12 months,3.3.3.12.4,29.8
v1792538593,Prince Edward Island,2021A000211,Women+,45 to 64 years,Level of coordination between health care providers in the past 12 months - Very good or excellent,3.3.3.13.4,63.8
v1792538600,Prince Edward Island,2021A000211,Women+,45 to 64 years,Level of coordination between health care providers in the past 12 months - Fair or poor,3.3.3.14.4,14.5
v1792538607,Prince Edward Island,2021A000211,Women+,45 to 64 years,Experienced discrimination in a health care setting in the past 12 months,3.3.3.15.4,6.8
v1792538614,Prince Edward Island,2021A000211,Women+,45 to 64 years,Had unmet health care needs in the past 12 months,3.3.3.16.4,29.8
v1792538621,Prince Edward Island,2021A000211,Women+,45 to 64 years,"Delayed or did not fill a prescription, or reduced or skipped doses of medication because of the cost in the past 12 months",3.3.3.17.4,12.4
v1792538628,Prince Edward Island,2021A000211,Women+,45 to 64 years,Has insurance that covers all or part of the cost of prescription medications,3.3.3.18.4,84.5
v1792538635,Prince Edward Island,2021A000211,Women+,65 years and over,Has at least one chronic condition,3.3.4.1.4,81.4
v1792538642,Prince Edward Island,2021A000211,Women+,65 years and over,Perceived health - Very good or excellent,3.3.4.2.4,44.6
v1792538649,Prince Edward Island,2021A000211,Women+,65 years and over,Perceived health - Fair or poor,3.3.4.3.4,19.8
v1792538656,Prince Edward Island,2021A000211,Women+,65 years and over,Perceived mental health - Very good or excellent,3.3.4.4.4,58.0
v1792538663,Prince Edward Island,2021A000211,Women+,65 years and over,Perceived mental health - Fair or poor,3.3.4.5.4,8.9
v1792538670,Prince Edward Island,2021A000211,Women+,65 years and over,Has a regular health care provider,3.3.4.6.4,78.4
v1792538677,Prince Edward Island,2021A000211,Women+,65 years and over,Consulted a health care provider for a non-urgent primary health care need in the past 12 months,3.3.4.7.4,80.7
v1792538684,Prince Edward Island,2021A000211,Women+,65 years and over,Quality of consultation in the past 12 months - Very good or excellent,3.3.4.8.4,80.9
v1792538691,Prince Edward Island,2021A000211,Women+,65 years and over,Quality of consultation in the past 12 months - Fair or poor,3.3.4.9.4,6.0
v1792538698,Prince Edward Island,2021A000211,Women+,65 years and over,Experienced difficulties getting non-urgent primary health care in the past 12 months,3.3.4.10.4,31.2
v1792538705,Prince Edward Island,2021A000211,Women+,65 years and over,Consulted a medical specialist for an initial consultation in the past 12 months,3.3.4.11.4,30.5
v1792538712,Prince Edward Island,2021A000211,Women+,65 years and over,Experienced difficulties getting specialist care in the past 12 months,3.3.4.12.4,22.0
v1792538719,Prince Edward Island,2021A000211,Women+,65 years and over,Level of coordination between health care providers in the past 12 months - Very good or excellent,3.3.4.13.4,73.0
v1792538726,Prince Edward Island,2021A000211,Women+,65 years and over,Level of coordination between health care providers in the past 12 months - Fair or poor,3.3.4.14.4,7.3
v1792538733,Prince Edward Island,2021A000211,Women+,65 years and over,Experienced discrimination in a health care setting in the past 12 months,3.3.4.15.4,3.0
v1792538740,Prince Edward Island,2021A000211,Women+,65 years and over,Had unmet health care needs in the past 12 months,3.3.4.16.4,19.1
v1792538747,Prince Edward Island,2021A000211,Women+,65 years and over,"Delayed or did not fill a prescription, or reduced or skipped doses of medication because of the cost in the past 12 months",3.3.4.17.4,5.4
v1792538754,Prince Edward Island,2021A000211,Women+,65 years and over,Has insurance that covers all or part of the cost of prescription medications,3.3.4.18.4,71.2
v1792538761,Nova Scotia,2021A000212,Both genders,"Total, 18 years and over",Has at least one chronic condition,4.1.1.1.4,57.1
v1792538768,Nova Scotia,2021A000212,Both genders,"Total, 18 years and over",Perceived health - Very good or excellent,4.1.1.2.4,50.1
v1792538775,Nova Scotia,2021A000212,Both genders,"Total, 18 years and over",Perceived health - Fair or poor,4.1.1.3.4,15.4
v1792538782,Nova Scotia,2021A000212,Both genders,"Total, 18 years and over",Perceived mental health - Very good or excellent,4.1.1.4.4,49.1
v1792538789,Nova Scotia,2021A000212,Both genders,"Total, 18 years and over",Perceived mental health - Fair or poor,4.1.1.5.4,17.2
v1792538796,Nova Scotia,2021A000212,Both genders,"Total, 18 years and over",Has a regular health care provider,4.1.1.6.4,77.1
v1792538803,Nova Scotia,2021A000212,Both genders,"Total, 18 years and over",Consulted a health care provider for a non-urgent primary health care need in the past 12 months,4.1.1.7.4,76.9
v1792538810,Nova Scotia,2021A000212,Both genders,"Total, 18 years and over",Quality of consultation in the past 12 months - Very good or excellent,4.1.1.8.4,71.3
v1792538817,Nova Scotia,2021A000212,Both genders,"Total, 18 years and over",Quality of consultation in the past 12 months - Fair or poor,4.1.1.9.4,10.1
v1792538824,Nova Scotia,2021A000212,Both genders,"Total, 18 years and over",Experienced difficulties getting non-urgent primary health care in the past 12 months,4.1.1.10.4,40.3
v1792538831,Nova Scotia,2021A000212,Both genders,"Total, 18 years and over",Consulted a medical specialist for an initial consultation in the past 12 months,4.1.1.11.4,27.8
v1792538838,Nova Scotia,2021A000212,Both genders,"Total, 18 years and over",Experienced difficulties getting specialist care in the past 12 months,4.1.1.12.4,27.7
v1792538845,Nova Scotia,2021A000212,Both genders,"Total, 18 years and over",Level of coordination between health care providers in the past 12 months - Very good or excellent,4.1.1.13.4,55.9
v1792538852,Nova Scotia,2021A000212,Both genders,"Total, 18 years and over",Level of coordination between health care providers in the past 12 months - Fair or poor,4.1.1.14.4,21.4
v1792538859,Nova Scotia,2021A000212,Both genders,"Total, 18 years and over",Experienced discrimination in a health care setting in the past 12 months,4.1.1.15.4,8.6
v1792538866,Nova Scotia,2021A000212,Both genders,"Total, 18 years and over",Had unmet health care needs in the past 12 months,4.1.1.16.4,25.0
v1792538873,Nova Scotia,2021A000212,Both genders,"Total, 18 years and over","Delayed or did not fill a prescription, or reduced or skipped doses of medication because of the cost in the past 12 months",4.1.1.17.4,13.3
v1792538880,Nova Scotia,2021A000212,Both genders,"Total, 18 years and over",Has insurance that covers all or part of the cost of prescription medications,4.1.1.18.4,83.3
v1792538887,Nova Scotia,2021A000212,Both genders,18 to 44 years,Has at least one chronic condition,4.1.2.1.4,38.9
v1792538894,Nova Scotia,2021A000212,Both genders,18 to 44 years,Perceived health - Very good or excellent,4.1.2.2.4,60.3
v1792538901,Nova Scotia,2021A000212,Both genders,18 to 44 years,Perceived health - Fair or poor,4.1.2.3.4,8.1
v1792538908,Nova Scotia,2021A000212,Both genders,18 to 44 years,Perceived mental health - Very good or excellent,4.1.2.4.4,42.4
v1792538915,Nova Scotia,2021A000212,Both genders,18 to 44 years,Perceived mental health - Fair or poor,4.1.2.5.4,22.9
v1792538922,Nova Scotia,2021A000212,Both genders,18 to 44 years,Has a regular health care provider,4.1.2.6.4,68.2
v1792538929,Nova Scotia,2021A000212,Both genders,18 to 44 years,Consulted a health care provider for a non-urgent primary health care need in the past 12 months,4.1.2.7.4,72.3
v1792538936,Nova Scotia,2021A000212,Both genders,18 to 44 years,Quality of consultation in the past 12 months - Very good or excellent,4.1.2.8.4,60.8
v1792538943,Nova Scotia,2021A000212,Both genders,18 to 44 years,Quality of consultation in the past 12 months - Fair or poor,4.1.2.9.4,15.4
